Ticker,,,,,
stock,AAPL,AMZN,GOOG,MSFT,NFLX
Date,,,,,
2017-06-12,Bearish,Bearish,Neutral,Bullish,Bearish
2017-06-13,Bearish,Bullish,Neutral,Bullish,Bearish
2017-06-14,Bearish,Bearish,Neutral,Bullish,Bearish
2017-06-15,Bearish,Bearish,Neutral,Bullish,Bearish
2017-06-16,Bearish,Bullish,Bullish,Bullish,Neutral
2017-06-19,Bullish,Bearish,Bullish,Bullish,Neutral
2017-06-20,Bearish,Bearish,Bullish,Bullish,Neutral
2017-06-21,Bearish,Bullish,Bullish,Bullish,Neutral
2017-06-22,Bearish,Bearish,Bullish,Bullish,Neutral
2017-06-23,Bearish,Bullish,Bullish,Bullish,Neutral
2017-06-26,Bearish,Bearish,Bullish,Bullish,Neutral
2017-06-27,Bearish,Bearish,Neutral,Bullish,Bearish
2017-06-28,Bearish,Bullish,Neutral,Bullish,Bearish
2017-06-29,Bearish,Bearish,Neutral,Bullish,Bearish
2017-06-30,Bearish,Bearish,Neutral,Bullish,Neutral
2017-07-03,Bearish,Bearish,Neutral,Bullish,Neutral
2017-07-05,Bearish,Bullish,Neutral,Bullish,Neutral
2017-07-06,Bearish,Bearish,Neutral,Bullish,Neutral
2017-07-07,Bearish,Bullish,Bullish,Bullish,Neutral
2017-07-10,Bearish,Bullish,Bullish,Bullish,Neutral
2017-07-11,Bearish,Bearish,Bullish,Bullish,Neutral
2017-07-12,Bearish,Bullish,Bullish,Bullish,Neutral
2017-07-13,Bearish,Bearish,Bullish,Bullish,Neutral
2017-07-14,Bearish,Bearish,Bullish,Bullish,Neutral
2017-07-17,Bearish,Bullish,Bullish,Bullish,Neutral
2017-07-18,Bearish,Bullish,Bullish,Bullish,Bullish
2017-07-19,Bearish,Bullish,Bullish,Bullish,Bullish
2017-07-20,Bearish,Bullish,Bullish,Bullish,Bullish
2017-07-21,Bearish,Bearish,Bullish,Bullish,Bullish
2017-07-24,Bearish,Bullish,Bullish,Bullish,Bullish
2017-07-25,Bearish,Bullish,Neutral,Bullish,Neutral
2017-07-26,Bearish,Bullish,Neutral,Bullish,Neutral
2017-07-27,Bearish,Bearish,Neutral,Bullish,Neutral
2017-07-28,Bearish,Bearish,Neutral,Bullish,Neutral
2017-07-31,Bearish,Bearish,Neutral,Bullish,Neutral
2017-08-01,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-02,Neutral,Bearish,Bullish,Bullish,Neutral
2017-08-03,Neutral,Bearish,Bullish,Bullish,Neutral
2017-08-04,Neutral,Bearish,Bullish,Bullish,Neutral
2017-08-07,Neutral,Bullish,Bullish,Bullish,Neutral
2017-08-08,Neutral,Bullish,Bullish,Bullish,Neutral
2017-08-09,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-10,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-11,Bearish,Bullish,Bullish,Bullish,Neutral
2017-08-14,Bullish,Bullish,Bullish,Bullish,Neutral
2017-08-15,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-16,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-17,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-18,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-21,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-22,Bullish,Bullish,Bullish,Bullish,Neutral
2017-08-23,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-24,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-25,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-28,Bearish,Bearish,Bullish,Bullish,Neutral
2017-08-29,Bearish,Bullish,Bullish,Bullish,Neutral
2017-08-30,Bearish,Bullish,Bullish,Bullish,Neutral
2017-08-31,Bearish,Bullish,Bullish,Bullish,Neutral
2017-09-01,Bearish,Bearish,Bullish,Bullish,Neutral
2017-09-05,Bearish,Bearish,Bullish,Bullish,Neutral
2017-09-06,Bearish,Bearish,Bullish,Bullish,Neutral
2017-09-07,Bearish,Bullish,Bullish,Bullish,Neutral
2017-09-08,Bearish,Bearish,Bullish,Bullish,Neutral
2017-09-11,Bullish,Bullish,Bullish,Bullish,Neutral
2017-09-12,Bearish,Bullish,Bullish,Bullish,Neutral
2017-09-13,Bearish,Bullish,Bullish,Bullish,Neutral
2017-09-14,Bearish,Bearish,Bullish,Bullish,Neutral
2017-09-15,Bearish,Bearish,Bullish,Bullish,Neutral
2017-09-18,Bearish,Bearish,Bullish,Bullish,Neutral
2017-09-19,Bearish,Bearish,Bullish,Bullish,Neutral
2017-09-20,Bearish,Bullish,Bullish,Bullish,Neutral
2017-09-21,Bearish,Bearish,Bullish,Bullish,Neutral
2017-09-22,Bearish,Bearish,Bullish,Bullish,Neutral
2017-09-25,Bearish,Bearish,Bullish,Bullish,Bearish
2017-09-26,Bullish,Bearish,Bullish,Bullish,Bearish
2017-09-27,Bearish,Bullish,Bullish,Bullish,Bearish
2017-09-28,Bearish,Bullish,Bullish,Bullish,Bearish
2017-09-29,Bearish,Bullish,Bullish,Bullish,Bearish
2017-10-02,Bearish,Bearish,Bullish,Bullish,Bearish
2017-10-03,Bearish,Bearish,Bullish,Bullish,Bearish
2017-10-04,Bearish,Bullish,Bullish,Bullish,Bearish
2017-10-05,Bearish,Bullish,Bullish,Bullish,Bearish
2017-10-06,Bearish,Bullish,Bullish,Bullish,Bearish
2017-10-09,Bearish,Bullish,Bullish,Bullish,Bearish
2017-10-10,Bearish,Bearish,Bullish,Bullish,Bearish
2017-10-11,Bearish,Bullish,Bullish,Bullish,Bearish
2017-10-12,Bearish,Bullish,Bullish,Bullish,Neutral
2017-10-13,Bearish,Bullish,Bullish,Bullish,Neutral
2017-10-16,Bearish,Bullish,Bullish,Bullish,Neutral
2017-10-17,Bearish,Bullish,Bullish,Bullish,Neutral
2017-10-18,Bearish,Bearish,Bullish,Bullish,Neutral
2017-10-19,Bearish,Bearish,Bullish,Bullish,Neutral
2017-10-20,Bearish,Bearish,Bullish,Bullish,Neutral
2017-10-23,Bearish,Bearish,Bullish,Bullish,Neutral
2017-10-24,Bearish,Bullish,Bullish,Bullish,Neutral
2017-10-25,Bearish,Bearish,Bullish,Bullish,Neutral
2017-10-26,Bearish,Bearish,Bullish,Bullish,Neutral
2017-10-27,Bullish,Neutral,Neutral,Bearish,Neutral
2017-10-30,Bullish,Neutral,Neutral,Bearish,Neutral
2017-10-31,Bearish,Neutral,Neutral,Bearish,Neutral
2017-11-01,Bearish,Neutral,Neutral,Bearish,Neutral
2017-11-02,Bearish,Neutral,Neutral,Neutral,Neutral
2017-11-03,Bullish,Bearish,Bullish,Bullish,Neutral
2017-11-06,Bearish,Bullish,Bullish,Bullish,Neutral
2017-11-07,Bearish,Bearish,Bullish,Bullish,Neutral
2017-11-08,Bearish,Bullish,Bullish,Bullish,Neutral
2017-11-09,Bearish,Bearish,Bullish,Bullish,Neutral
2017-11-10,Bearish,Bearish,Bullish,Bullish,Neutral
2017-11-13,Bearish,Bullish,Bullish,Bullish,Neutral
2017-11-14,Bearish,Bullish,Bullish,Bullish,Neutral
2017-11-15,Bearish,Bearish,Bullish,Bullish,Neutral
2017-11-16,Bearish,Bullish,Bullish,Bullish,Neutral
2017-11-17,Bearish,Bearish,Bullish,Bullish,Neutral
2017-11-20,Bearish,Bearish,Bullish,Bullish,Neutral
2017-11-21,Bullish,Bullish,Bullish,Bullish,Neutral
2017-11-22,Bearish,Bullish,Bullish,Bullish,Neutral
2017-11-24,Bearish,Bullish,Bullish,Bullish,Neutral
2017-11-27,Bearish,Bullish,Bullish,Bullish,Neutral
2017-11-28,Bearish,Bearish,Bullish,Bullish,Neutral
2017-11-29,Bearish,Bearish,Bullish,Bullish,Bearish
2017-11-30,Bearish,Bullish,Bullish,Bullish,Bearish
2017-12-01,Bearish,Bearish,Bullish,Bullish,Bearish
2017-12-04,Bearish,Bearish,Bullish,Neutral,Bearish
2017-12-05,Bearish,Bearish,Bullish,Neutral,Neutral
2017-12-06,Bearish,Bullish,Bullish,Neutral,Neutral
2017-12-07,Bearish,Bearish,Bullish,Neutral,Neutral
2017-12-08,Bearish,Bearish,Bullish,Neutral,Neutral
2017-12-11,Bearish,Bullish,Bullish,Bullish,Neutral
2017-12-12,Bearish,Bullish,Bullish,Bullish,Neutral
2017-12-13,Bearish,Bullish,Bullish,Bullish,Neutral
2017-12-14,Bearish,Bullish,Bullish,Bullish,Neutral
2017-12-15,Bearish,Bullish,Bullish,Bullish,Neutral
2017-12-18,Bearish,Bullish,Bullish,Bullish,Neutral
2017-12-19,Bearish,Bullish,Bullish,Bullish,Neutral
2017-12-20,Bearish,Bearish,Bullish,Bullish,Neutral
2017-12-21,Bearish,Bearish,Bullish,Bullish,Neutral
2017-12-22,Bearish,Bearish,Bullish,Bullish,Neutral
2017-12-26,Bearish,Bullish,Bullish,Bullish,Neutral
2017-12-27,Bearish,Bullish,Bullish,Bullish,Neutral
2017-12-28,Bearish,Bullish,Bullish,Bullish,Neutral
2017-12-29,Bearish,Bearish,Bullish,Bullish,Neutral
2018-01-02,Bullish,Bullish,Bullish,Bullish,Neutral
2018-01-03,Bearish,Bullish,Bullish,Bullish,Neutral
2018-01-04,Bearish,Bearish,Bullish,Bullish,Neutral
2018-01-05,Bearish,Bullish,Bullish,Bullish,Neutral
2018-01-08,Bearish,Bullish,Bullish,Bullish,Neutral
2018-01-09,Bearish,Bullish,Bullish,Bullish,Neutral
2018-01-10,Bearish,Bullish,Bullish,Bullish,Neutral
2018-01-11,Bearish,Bullish,Bullish,Bullish,Neutral
2018-01-12,Bearish,Bullish,Bullish,Bullish,Neutral
2018-01-16,Bearish,Bearish,Bullish,Bullish,Neutral
2018-01-17,Bearish,Bearish,Bullish,Bullish,Neutral
2018-01-18,Bearish,Bearish,Bullish,Bullish,Neutral
2018-01-19,Bearish,Bearish,Bullish,Bullish,Neutral
2018-01-22,Bearish,Bullish,Bullish,Bullish,Neutral
2018-01-23,Bearish,Bullish,Bullish,Bullish,Bullish
2018-01-24,Bearish,Bearish,Bullish,Bullish,Bearish
2018-01-25,Bearish,Bullish,Bullish,Bullish,Bearish
2018-01-26,Bearish,Bullish,Bullish,Bullish,Bearish
2018-01-29,Bearish,Bullish,Bullish,Bullish,Bearish
2018-01-30,Bearish,Bullish,Bullish,Neutral,Bearish
2018-01-31,Bearish,Bearish,Bullish,Neutral,Bearish
2018-02-01,Bearish,Neutral,Bullish,Neutral,Bearish
2018-02-02,Neutral,Neutral,Bearish,Neutral,Bearish
2018-02-05,Neutral,Neutral,Bearish,Bearish,Bearish
2018-02-06,Neutral,Neutral,Bearish,Bearish,Bearish
2018-02-07,Neutral,Neutral,Bearish,Bearish,Bearish
2018-02-08,Neutral,Neutral,Bearish,Bearish,Bearish
2018-02-09,Neutral,Neutral,Bearish,Bearish,Bearish
2018-02-12,Neutral,Neutral,Bearish,Bearish,Bearish
2018-02-13,Neutral,Neutral,Bearish,Bearish,Bearish
2018-02-14,Neutral,Neutral,Bearish,Bearish,Bearish
2018-02-15,Neutral,Bearish,Bullish,Neutral,Bearish
2018-02-16,Bearish,Bearish,Bullish,Neutral,Bearish
2018-02-20,Bearish,Bullish,Bullish,Neutral,Bearish
2018-02-21,Bearish,Bullish,Bullish,Neutral,Bearish
2018-02-22,Bearish,Bearish,Bullish,Neutral,Bearish
2018-02-23,Bearish,Bullish,Bullish,Neutral,Neutral
2018-02-26,Bullish,Bullish,Bullish,Neutral,Neutral
2018-02-27,Bearish,Bearish,Neutral,Neutral,Neutral
2018-02-28,Bearish,Bearish,Neutral,Neutral,Neutral
2018-03-01,Bearish,Bearish,Neutral,Neutral,Neutral
2018-03-02,Bearish,Bullish,Neutral,Bullish,Bearish
2018-03-05,Bearish,Bullish,Neutral,Bullish,Bearish
2018-03-06,Bearish,Bullish,Neutral,Bullish,Bearish
2018-03-07,Bearish,Bullish,Neutral,Bullish,Bearish
2018-03-08,Bearish,Bullish,Neutral,Bullish,Bearish
2018-03-09,Bearish,Bullish,Neutral,Bullish,Bearish
2018-03-12,Bearish,Bullish,Neutral,Bullish,Bearish
2018-03-13,Bearish,Bearish,Neutral,Neutral,Bearish
2018-03-14,Bearish,Bearish,Neutral,Neutral,Bearish
2018-03-15,Bearish,Bearish,Neutral,Neutral,Bearish
2018-03-16,Bearish,Bearish,Neutral,Neutral,Neutral
2018-03-19,Bearish,Bearish,Neutral,Neutral,Neutral
2018-03-20,Bearish,Bullish,Neutral,Neutral,Neutral
2018-03-21,Bearish,Bearish,Neutral,Neutral,Neutral
2018-03-22,Bearish,Bearish,Neutral,Neutral,Neutral
2018-03-23,Bearish,Neutral,Neutral,Neutral,Neutral
2018-03-26,Neutral,Neutral,Bearish,Bearish,Bullish
2018-03-27,Neutral,Neutral,Bearish,Bearish,Bullish
2018-03-28,Neutral,Neutral,Bearish,Bearish,Bullish
2018-03-29,Neutral,Neutral,Bearish,Bearish,Bullish
2018-04-02,Neutral,Neutral,Bearish,Bearish,Bullish
2018-04-03,Bearish,Neutral,Bearish,Neutral,Bearish
2018-04-04,Bullish,Neutral,Neutral,Neutral,Bearish
2018-04-05,Bearish,Neutral,Neutral,Neutral,Bearish
2018-04-06,Bearish,Neutral,Neutral,Neutral,Bearish
2018-04-09,Bearish,Neutral,Neutral,Neutral,Neutral
2018-04-10,Bullish,Neutral,Neutral,Neutral,Neutral
2018-04-11,Bearish,Neutral,Neutral,Neutral,Neutral
2018-04-12,Bearish,Neutral,Neutral,Neutral,Neutral
2018-04-13,Bearish,Neutral,Neutral,Neutral,Neutral
2018-04-16,Bearish,Neutral,Neutral,Neutral,Neutral
2018-04-17,Bearish,Neutral,Neutral,Neutral,Bearish
2018-04-18,Bearish,Neutral,Neutral,Neutral,Bearish
2018-04-19,Neutral,Neutral,Neutral,Neutral,Bearish
2018-04-20,Neutral,Neutral,Neutral,Neutral,Bearish
2018-04-23,Neutral,Neutral,Neutral,Neutral,Bearish
2018-04-24,Bearish,Neutral,Neutral,Neutral,Neutral
2018-04-25,Bearish,Neutral,Neutral,Neutral,Neutral
2018-04-26,Bearish,Neutral,Neutral,Neutral,Neutral
2018-04-27,Bearish,Neutral,Neutral,Neutral,Neutral
2018-04-30,Bullish,Neutral,Neutral,Neutral,Neutral
2018-05-01,Bearish,Bearish,Neutral,Neutral,Neutral
2018-05-02,Neutral,Bearish,Neutral,Neutral,Neutral
2018-05-03,Neutral,Bearish,Neutral,Neutral,Neutral
2018-05-04,Neutral,Bullish,Neutral,Neutral,Neutral
2018-05-07,Bearish,Bullish,Neutral,Bullish,Neutral
2018-05-08,Bearish,Bearish,Neutral,Bullish,Neutral
2018-05-09,Bearish,Bullish,Neutral,Bullish,Neutral
2018-05-10,Bullish,Bullish,Neutral,Bullish,Neutral
2018-05-11,Bearish,Bearish,Neutral,Bullish,Neutral
2018-05-14,Bearish,Bullish,Neutral,Bullish,Neutral
2018-05-15,Bearish,Bearish,Neutral,Bullish,Neutral
2018-05-16,Bearish,Bullish,Bullish,Bullish,Neutral
2018-05-17,Bearish,Bearish,Bullish,Bullish,Neutral
2018-05-18,Bearish,Bearish,Bullish,Bullish,Neutral
